date,cumulative_Evaporation,average_soilTemperatureLevel,cumulative_Sub-surfaceRunoff,average_TemperatureOfSnowLayer,average_SnowDepth,average_VolumetricSoilWaterLayer,cumulative_precipitation,OT
2015/3/22,-0.0286967931315302,278.74424150254987,0.0206202268600463,272.9436310662164,0.0004785193337334,0.3472492259590782,0.0868349075317382,-5.557492530669509
2015/4/3,-0.0286967931315302,278.74424150254987,0.0206202268600463,272.9436310662164,0.0004785193337334,0.3472492259590782,0.0868349075317382,-5.550069310019932
2015/4/15,-0.0398628981783986,280.5447625054253,0.018655776977539,272.9568540785048,0.0001163250870174,0.3722272663661796,0.0877304077148437,-5.602833955125567
2015/4/27,-0.0398628981783986,280.5447625054253,0.018655776977539,272.9568540785048,0.0001163250870174,0.3722272663661796,0.0877304077148437,-6.7279741147907295
2015/5/9,-0.0507095186039805,281.3359493679471,0.0172488689422607,272.82781012852985,2.572602695888943e-05,0.3151263910112902,0.0143136978149414,-5.41982360531879
2015/5/21,-0.0507095186039805,281.3359493679471,0.0172488689422607,272.82781012852985,2.572602695888943e-05,0.3151263910112902,0.0143136978149414,-3.0136144838285066
2015/6/2,-0.0473037250339984,283.77693430582684,0.015129804611206,273.135732014974,1.25832027859158e-07,0.2997187371107025,0.0952234268188476,-1.333546991954437
2015/6/14,-0.0473037250339984,283.77693430582684,0.015129804611206,273.135732014974,1.25832027859158e-07,0.2997187371107025,0.0952234268188476,-2.111343599362332
2015/6/26,-0.0509935449808836,286.4004211425781,0.0129203200340271,273.14957767062714,0.0,0.3436049634150953,0.0504236221313476,2.6562550062061288
2015/7/8,-0.0509935449808836,286.4004211425781,0.0129203200340271,273.14957767062714,0.0,0.3436049634150953,0.0504236221313476,3.33767251298576
2015/7/20,-0.066455109976232,288.5212148030599,0.0109250545501708,273.14086659749347,0.0,0.3283308629130866,0.1502590179443359,1.7246722502281422
2015/8/1,-0.066455109976232,288.5212148030599,0.0109250545501708,273.14086659749347,0.0,0.3283308629130866,0.1502590179443359,1.0014196879527546
2015/8/13,-0.0698488052003085,286.8157153659397,0.0095348358154296,273.14335293240015,0.000153405798806,0.3708623976627778,0.0898561477661132,-2.224893332992874
2015/8/25,-0.0698488052003085,286.8157153659397,0.0095348358154296,273.14335293240015,0.000153405798806,0.3708623976627778,0.0898561477661132,-1.1104635062913228
2015/9/6,-0.0815682960674166,292.15769026014533,0.0083799362182617,273.12357330322266,0.0,0.3060759834350189,0.1138944625854492,-0.7118544094835322
2015/9/18,-0.0815682960674166,292.15769026014533,0.0083799362182617,273.12357330322266,0.0,0.3060759834350189,0.1138944625854492,2.277399609470569
2015/9/30,-0.0820613941177725,289.64093102349176,0.0074853897094726,273.1438242594401,0.0,0.3841481844428926,0.1536121368408203,3.3467966592693124
2015/10/12,-0.0820613941177725,289.64093102349176,0.0074853897094726,273.1438242594401,0.0,0.3841481844428926,0.1536121368408203,5.388771005708376
2015/10/24,-0.0867870063520968,294.0373840332031,0.0068728923797607,273.1030527750651,0.0,0.3117001644827218,0.0457305908203125,7.161380295775002
2015/11/5,-0.0867870063520968,294.0373840332031,0.0068728923797607,273.1030527750651,0.0,0.3117001644827218,0.0457305908203125,7.193627905519947
2015/11/17,-0.0924339760094881,294.8279257880317,0.0061843395233154,273.08651394314234,0.0,0.3024842039966542,0.031132698059082,7.323331556125887
2015/11/29,-0.0924339760094881,294.8279257880317,0.0061843395233154,273.08651394314234,0.0,0.3024842039966542,0.031132698059082,7.535617455074201
2015/12/23,-0.0848723785020411,294.3096788194445,0.0055229663848876,273.0934965345594,0.0,0.3287224137845138,0.1164884567260742,5.775172513748359
2016/1/4,-0.0848723785020411,294.3096788194445,0.0055229663848876,273.0934965345594,0.0,0.3287224137845138,0.1164884567260742,2.471411263111717
2016/1/16,-0.087946793064475,294.615007188585,0.0050175189971923,273.01948801676434,0.0,0.303888221245466,0.0221147537231445,0.9028119344282
2016/1/28,-0.087946793064475,294.615007188585,0.0050175189971923,273.01948801676434,0.0,0.303888221245466,0.0221147537231445,-2.066125221733887
2016/2/9,-0.0684431684203445,291.1649305555556,0.0045077800750732,273.045044793023,0.0,0.3658011737150244,0.1852560043334961,-4.329390710232657
2016/2/21,-0.0684431684203445,291.1649305555556,0.0045077800750732,273.045044793023,0.0,0.3658011737150244,0.1852560043334961,-3.868127872342784
2016/3/4,-0.0740673183463513,291.52753872341583,0.0042331218719482,273.1276440090604,0.0,0.3269090861884049,0.0460739135742187,-2.4072049445084964
2016/3/16,-0.0740673183463513,291.52753872341583,0.0042331218719482,273.1276440090604,0.0,0.3269090861884049,0.0460739135742187,-3.807412209292615
2016/3/28,-0.0478250826708972,288.4755918714735,0.0039571523666381,273.12047068278,0.0,0.3441937871070371,0.1515951156616211,-4.235804115946918
2016/4/9,-0.0478250826708972,288.4755918714735,0.0039571523666381,273.12047068278,0.0,0.3441937871070371,0.1515951156616211,-5.387715416212576
2016/4/21,-0.0432034865953028,286.4242138332791,0.0038219690322875,273.1182149251302,0.0,0.3615353116894969,0.0592031478881835,-6.3488494666909485
2016/5/3,-0.0432034865953028,286.4242138332791,0.0038219690322875,273.1182149251302,0.0,0.3615353116894969,0.0592031478881835,-6.712313433937467
2016/5/15,-0.0315668918192386,285.76313442654083,0.0037634372711181,273.128040737576,0.0,0.389569237582489,0.1140365600585937,-6.6929627028255645
2016/5/27,-0.0315668918192386,285.76313442654083,0.0037634372711181,273.128040737576,0.0,0.389569237582489,0.1140365600585937,-4.514160209970026
2016/6/8,-0.0277061033993959,282.294175889757,0.0056790113449096,273.13483344184027,7.377730475531683e-06,0.3926125420257449,0.1691827774047851,1.1679290498001684
2016/7/14,-0.0277061033993959,282.294175889757,0.0056790113449096,273.13483344184027,7.377730475531683e-06,0.3926125420257449,0.1691827774047851,2.3816047380835066
2016/7/26,-0.0225213742814958,281.07395002577044,0.0069637298583984,273.1279446283976,0.0,0.3741080799372867,0.0780658721923828,3.3401997294018493
2016/8/7,-0.0225213742814958,281.07395002577044,0.0069637298583984,273.1279446283976,0.0,0.3741080799372867,0.0780658721923828,0.4612786107356221
2016/8/19,-0.0160035099834203,280.676027086046,0.0090255737304687,272.93791368272565,0.0,0.341190905129123,8.106231689453125e-05,0.9334708315618094
2016/8/31,-0.0160035099834203,280.676027086046,0.0090255737304687,272.93791368272565,0.0,0.341190905129123,8.106231689453125e-05,2.4379949111624377
2016/9/12,-0.0107765416614711,276.15986209445526,0.0096065998077392,271.41220394770306,9.647342893812392e-05,0.3562523861829605,0.0382776260375976,2.981084705071144
2016/9/24,-0.0107765416614711,276.15986209445526,0.0096065998077392,271.41220394770306,9.647342893812392e-05,0.3562523861829605,0.0382776260375976,4.860579180282436
2016/9/30,-0.0119086178019642,274.4729817708333,0.0191519260406494,272.13604532347784,0.0002536310089959,0.3440434310994331,0.0005178451538085,5.707096690513712
2016/10/6,-0.0119086178019642,274.4729817708333,0.0191519260406494,272.13604532347784,0.0002536310089959,0.3440434310994331,0.0005178451538085,4.841222829786688
2016/10/18,-0.0049908235669136,273.6283340454101,0.0094091296195983,271.6098271475898,0.0009594029850429,0.3345784065442987,0.0299015045166015,2.9322590162248936
2016/10/30,-0.0049908235669136,273.6283340454101,0.0094091296195983,271.6098271475898,0.0009594029850429,0.3345784065442987,0.0299015045166015,0.5692087474881831
2016/11/11,-0.0066290646791458,275.148799472385,0.0093316435813903,270.2915158801609,0.0018642379177941,0.3681465955839181,0.0666112899780273,0.9797458418755484
2016/11/23,-0.0066290646791458,275.148799472385,0.0093316435813903,270.2915158801609,0.0018642379177941,0.3681465955839181,0.0666112899780273,-1.5472241018803246
2016/12/5,-0.0085426429286599,273.67658323711817,0.0092636942863464,270.73472854826184,0.0004046625561184,0.3495181310766687,0.0001211166381835,-3.215840290462445
2016/12/17,-0.0085426429286599,273.67658323711817,0.0092636942863464,270.73472854826184,0.0004046625561184,0.3495181310766687,0.0001211166381835,-5.525593100047374
2016/12/29,-0.0084682311862707,276.1749649047852,0.0096251964569091,272.2728936407301,0.0014287763171725,0.3565383948249898,0.1510353088378906,-5.6853663586609
2017/1/10,-0.0084682311862707,276.1749649047852,0.0096251964569091,272.2728936407301,0.0014287763171725,0.3565383948249898,0.1510353088378906,-5.297456202199065
