date,cumulative_Evaporation,average_soilTemperatureLevel,cumulative_Sub-surfaceRunoff,average_TemperatureOfSnowLayer,average_SnowDepth,average_VolumetricSoilWaterLayer,cumulative_precipitation,OT
2015/3/30,-0.0342821893282234,280.0903557671441,0.0191729068756103,272.9588741726346,1.3301769892374674e-05,0.3795581952694596,0.1009082794189453,4.714521705893752
2015/4/11,-0.0342821893282234,280.0903557671441,0.0191729068756103,272.9588741726346,1.3301769892374674e-05,0.3795581952694596,0.1009082794189453,9.094058410174709
2015/4/23,-0.048515326809138,280.117182413737,0.0177588462829589,272.72474887635974,0.0001359085241953,0.3382142829424184,0.0163354873657226,15.71835545681956
2015/5/5,-0.048515326809138,280.117182413737,0.0177588462829589,272.72474887635974,0.0001359085241953,0.3382142829424184,0.0163354873657226,15.213006758641658
2015/5/17,-0.0520902355201542,283.67762671576605,0.0159287452697753,273.12913004557294,1.25832027859158e-07,0.2959601687551993,0.0450773239135742,15.057824859074245
2015/5/29,-0.0520902355201542,283.67762671576605,0.0159287452697753,273.12913004557294,1.25832027859158e-07,0.2959601687551993,0.0450773239135742,17.12672444696751
2015/6/10,-0.0428744191303849,285.2015414767795,0.0136048197746276,273.1507000393338,0.0,0.3343990965901564,0.0863399505615234,14.872550194467284
2015/6/22,-0.0428744191303849,285.2015414767795,0.0136048197746276,273.1507000393338,0.0,0.3343990965901564,0.0863399505615234,10.779328880576676
2015/7/4,-0.0651456704363226,288.7537104288737,0.011566162109375,273.142578125,0.0,0.3122834708725956,0.0791444778442382,6.847902929742538
2015/7/16,-0.0651456704363226,288.7537104288737,0.011566162109375,273.142578125,0.0,0.3122834708725956,0.0791444778442382,-0.0988185412116671
2015/7/28,-0.0686496901325881,286.44986809624567,0.0099208354949951,273.13997565375433,0.000153405798806,0.3780056034447625,0.1572818756103515,0.9372698478859932
2015/8/9,-0.0686496901325881,286.44986809624567,0.0099208354949951,273.13997565375433,0.000153405798806,0.3780056034447625,0.1572818756103515,-2.215325804632254
