date,cumulative_Evaporation,average_soilTemperatureLevel,cumulative_Sub-surfaceRunoff,average_TemperatureOfSnowLayer,average_SnowDepth,average_VolumetricSoilWaterLayer,cumulative_precipitation,OT
2015/3/22,-0.0286967931315302,278.74424150254987,0.0206202268600463,272.9436310662164,0.0004785193337334,0.3472492259590782,0.0868349075317382,1.429415421441414
2015/4/3,-0.0286967931315302,278.74424150254987,0.0206202268600463,272.9436310662164,0.0004785193337334,0.3472492259590782,0.0868349075317382,-1.4902102757785751
2015/4/15,-0.0398628981783986,280.5447625054253,0.018655776977539,272.9568540785048,0.0001163250870174,0.3722272663661796,0.0877304077148437,-3.464802197215942
2015/4/27,-0.0398628981783986,280.5447625054253,0.018655776977539,272.9568540785048,0.0001163250870174,0.3722272663661796,0.0877304077148437,-3.3983376082745247
2015/5/9,-0.0507095186039805,281.3359493679471,0.0172488689422607,272.82781012852985,2.572602695888943e-05,0.3151263910112902,0.0143136978149414,-3.0567086153646588
2015/5/21,-0.0507095186039805,281.3359493679471,0.0172488689422607,272.82781012852985,2.572602695888943e-05,0.3151263910112902,0.0143136978149414,-2.2514518213496726
2015/6/2,-0.0473037250339984,283.77693430582684,0.015129804611206,273.135732014974,1.25832027859158e-07,0.2997187371107025,0.0952234268188476,0.4706144373252258
2015/6/14,-0.0473037250339984,283.77693430582684,0.015129804611206,273.135732014974,1.25832027859158e-07,0.2997187371107025,0.0952234268188476,-1.2616368396150113
2015/6/26,-0.0509935449808836,286.4004211425781,0.0129203200340271,273.14957767062714,0.0,0.3436049634150953,0.0504236221313476,-0.0756508255979109
2015/7/8,-0.0509935449808836,286.4004211425781,0.0129203200340271,273.14957767062714,0.0,0.3436049634150953,0.0504236221313476,-0.3975320367003463
2015/7/20,-0.066455109976232,288.5212148030599,0.0109250545501708,273.14086659749347,0.0,0.3283308629130866,0.1502590179443359,0.5346017487135842
2015/8/1,-0.066455109976232,288.5212148030599,0.0109250545501708,273.14086659749347,0.0,0.3283308629130866,0.1502590179443359,2.4142286775806427
2015/8/13,-0.0698488052003085,286.8157153659397,0.0095348358154296,273.14335293240015,0.000153405798806,0.3708623976627778,0.0898561477661132,4.277657888443743
2015/8/25,-0.0698488052003085,286.8157153659397,0.0095348358154296,273.14335293240015,0.000153405798806,0.3708623976627778,0.0898561477661132,4.599824899612607
2015/9/6,-0.0815682960674166,292.15769026014533,0.0083799362182617,273.12357330322266,0.0,0.3060759834350189,0.1138944625854492,2.7850419576283105
