date,cumulative_Evaporation,average_soilTemperatureLevel,cumulative_Sub-surfaceRunoff,average_TemperatureOfSnowLayer,average_SnowDepth,average_VolumetricSoilWaterLayer,cumulative_precipitation,OT
2015/2/9,-0.0053314985707402,274.6313103569878,0.0158772468566894,269.5954848395453,0.0045228335592481,0.3573533684248104,0.0653905868530273,9.320246550811529
2015/2/21,-0.0076174926944077,275.88859134250214,0.0137551724910736,272.3341355323792,0.0005909568733639,0.3657379395250851,0.0334653854370117,7.518806957155352
2015/3/5,-0.0109013938345015,277.32991960313586,0.0121563673019409,272.44907564587066,0.0006572239928775,0.3674500431322182,0.0292167663574218,3.099380272045438
2015/3/17,-0.0140563594177365,277.792734781901,0.010850965976715,273.11345778571234,0.0004556311501397,0.3291072484700837,0.035715103149414,6.976040147836093
2015/3/29,-0.0164733552373945,279.9385630289713,0.009659469127655,272.90130700005426,3.346800804138184e-05,0.3813023729405055,0.0497832298278808,5.226376491956547
2015/4/10,-0.0241343884263187,280.0605663723416,0.0089402198791503,272.7226346863641,0.0001359085241953,0.3433455630955804,0.0088386535644531,2.691025105868391
2015/4/22,-0.0262710482347756,283.4555604722765,0.0080590844154357,273.1284798516168,1.25832027859158e-07,0.29807039452458,0.0222930908203125,5.025651661334472
2015/5/4,-0.0207196194678545,284.89557478162976,0.0068894326686859,273.1507042778863,0.0,0.3297227570502501,0.0434041023254394,1.1739786413758786
2015/5/16,-0.0320966432336717,288.71231842041016,0.0058685541152954,273.14272477891706,0.0,0.3112612148332926,0.0391087532043457,1.5754621463891922
2015/6/9,-0.0741205750964582,288.7538647121853,0.0094445943832397,273.1368014017741,7.670289940304226e-05,0.3496416002461855,0.0970854759216308,0.9997816820497328
2015/7/3,-0.0817303385119885,290.8880568610297,0.007461667060852,273.1303113301595,0.0,0.3510087344847206,0.129152774810791,0.6764881686740374
2015/7/15,-0.0450345699209719,294.7320209079318,0.0032422542572021,273.09438832600915,0.0,0.3026210690408738,0.0299367904663085,-0.4804814090966793
