date,OT
2015/3/30,-1.785057374525526
2015/4/11,-0.4067797855982754
2015/4/23,1.2189906556876708
2015/5/5,3.1107073150067794
2015/5/17,5.109151976558029
2015/5/29,7.267760389535887
2015/6/10,9.192928953560006
2015/6/22,10.830770295660166
2015/7/4,12.407273055696823
2015/7/16,13.806924403664844
2015/7/28,15.223217877123448
2015/8/9,16.671153473374286
2015/8/21,17.95025134404354
2015/9/2,19.09743768576497
2015/9/14,20.46103470371033
2015/9/26,22.042364150307574
2015/10/8,23.69537574361732
2015/10/20,25.505275146628964
2015/11/1,27.21270329497631
2015/11/25,28.79861888457553
2015/12/7,30.461134108979603
2015/12/19,32.14088925445944
2016/1/12,34.026790121730855
2016/1/24,36.15916747554906
2016/2/5,38.40630553872134
2016/2/17,40.82795057636263
2016/2/29,43.36147705758249
2016/3/12,45.99939204092011
2016/3/24,48.82812882852014
2016/4/5,51.83747778495838
2016/4/17,54.81670340430632
2016/4/29,57.762211691228025
2016/5/11,60.77159563901678
2016/5/23,63.79322029600524
2016/6/4,66.97568957515752
2016/6/28,70.33208287026258
2016/7/22,73.74710223617748
2016/8/3,77.25568266593297
2016/8/15,80.86770846320404
2016/8/27,84.57235504650247
2016/9/8,88.39108911724988
2016/9/20,92.32432854656858
2016/9/26,96.34144489834097
2016/10/2,100.4450523999009
2016/10/14,104.6509345368428
2016/10/26,108.9536276414366
2016/11/7,113.39407973087953
2016/11/19,117.97794077404748
2016/12/1,122.68254680894351
2016/12/13,127.52003159426889
2016/12/25,132.4728897507443
2017/1/6,137.54013702813145
2017/1/18,142.74166331158182
2017/1/30,148.07459831986574
2017/2/11,153.28807252307283
2017/2/23,158.36016505177756
2017/3/7,163.40746884973893
2017/3/13,168.3589228058638
2017/3/19,173.36472506083578
2017/3/25,178.43153064683915
2017/3/31,183.4203910280576
2017/4/6,188.35969673281187
2017/4/12,193.4231034035163
2017/4/18,198.60597608161996
2017/4/24,203.84125184633655
2017/4/30,209.16944160230133
2017/5/6,214.44851629690123
2017/5/12,219.66792122633495
2017/5/18,224.92994710926533
2017/5/24,230.2010941025442
2017/5/30,235.4554637169139
2017/6/5,240.69951522977215
2017/6/11,245.91954878480067
2017/6/17,251.10902655449232
2017/6/23,256.30436901902414
2017/6/29,261.5020473460985
2017/7/5,266.6768680229276
2017/7/11,271.8341490132451
2017/7/17,276.9525418986374
2017/7/23,282.0256472262077
2017/7/29,287.0653098596188
2017/8/4,292.0633505584611
2017/8/10,297.0212784877696
2017/8/16,301.9376149951889
2017/8/22,306.80279646944894
2017/8/28,311.61504261989205
2017/9/3,316.4336380828236
2017/9/9,321.2609168926966
2017/9/15,326.0655204892652
2017/9/21,330.8621136711215
2017/9/27,335.61076464186743
2017/10/3,340.30703088716234
2017/10/9,344.9823298051873
2017/10/15,349.6268258346796
2017/10/21,354.1974095575935
2017/10/27,358.69264973359344
2017/11/2,363.1250628152313
2017/11/8,367.4825660777449
2017/11/14,371.79590706886535
2017/11/20,376.064807477627
2017/11/26,380.26260977897016
2017/12/2,384.394487464171
2017/12/8,388.6935265240196
2017/12/14,393.17917294416463
2017/12/20,397.74458569398826
2017/12/26,402.455531633851
2018/1/1,407.16933722886273
2018/1/7,411.87972634265975
2018/1/13,416.71700105487554
2018/1/19,421.6539658288665
2018/1/25,426.5281535430135
2018/1/31,431.3436224126517
2018/2/6,436.1624251009023
2018/2/12,440.9464020382427
2018/2/18,445.8282225695101
2018/2/24,450.8173859466908
2018/3/2,455.8178458156012
2018/3/8,460.86062336208175
2018/3/14,465.9409565582824
2018/3/20,471.0495209977544
2018/3/26,476.212200797455
2018/4/1,481.42643233909536
2018/4/7,486.6741777883858
2018/4/13,491.9589560335812
2018/4/19,497.2881669257374
2018/4/25,502.6593972944748
2018/5/1,508.1127388883561
2018/5/7,513.6531813696372
2018/5/13,519.2609309492544
2018/5/19,524.9479401606558
2018/5/25,530.6955977894258
2018/5/31,536.50347778643
2018/6/6,542.3920598771775
2018/6/12,548.3585340705862
2018/6/18,553.8960175805463
2018/6/24,558.9564633646363
2018/6/30,563.7763812043428
2018/7/6,568.2102833678239
2018/7/12,572.5554823459089
2018/7/18,576.8237910131534
2018/7/24,580.7345973950646
2018/7/30,584.342528659509
2018/8/5,588.0057842336856
2018/8/11,591.7141554590409
2018/8/17,595.3253106844428
2018/8/23,598.9218492961428
2018/8/29,602.2102749518115
2018/9/4,605.1670596524881
2018/9/10,608.0016674074321
2018/9/16,610.643644619363
2018/9/22,613.3410248683824
2018/9/28,616.1368782903987
2018/10/4,618.8599595715738
2018/10/10,621.5835974402855
2018/10/16,624.2079869726158
2018/10/22,626.7185834930668
2018/10/28,629.2296457308685
2018/11/3,631.7199935480212
2018/11/9,633.9263777122658
2018/11/15,635.8410292761001
2018/11/21,637.5761674000947
2018/11/27,639.064034404513
2018/12/3,640.4855519145704
2018/12/9,641.8518445460312
2018/12/15,643.0154002861112
2018/12/27,644.0150544917708
2019/1/2,645.1184217630662
2019/1/8,646.3342970365616
2019/1/14,647.5632422388712
2019/1/20,648.8769534366621
2019/1/26,650.0838915792784
2019/2/1,651.1777206752628
2019/2/7,652.3173918536224
2019/2/13,653.4651787915465
2019/2/19,654.4798409767565
2019/2/25,655.3696555065821
2019/3/3,656.1787583566938
2019/3/9,656.8750265781802
2019/3/15,657.5863386339234
2019/3/21,658.3203077469384
2019/3/27,658.9882822092472
2019/4/2,659.6199013988715
2019/4/8,661.0680739498055
2019/4/14,663.4129578623597
2019/4/20,666.2786710562408
2019/4/26,669.9130452770844
2019/5/2,673.8087116272358
2019/5/8,677.9529563434521
2019/5/14,682.8276904575903
2019/5/20,688.3442305628917
2019/5/26,693.922449587025
2019/6/1,699.5867597888839
2019/6/7,705.5724878410579
2019/6/13,711.7508377090526
2019/6/19,718.6131980276119
2019/6/25,726.2038790368712
2019/7/1,734.183961853281
2019/7/7,742.6758582187026
2019/7/13,750.4014601584295
2019/7/19,757.2059173057139
2019/7/25,763.7868803582926
2019/7/31,769.7746640146221
2019/8/6,775.8405117588399
2019/8/12,782.0314041063017
2019/8/18,787.6811248985557
