date,OT
2015/3/30,-15.916760538587148
2015/4/11,-17.825170098355475
2015/4/23,-20.070550386777903
2015/5/5,-22.67842018345229
2015/5/17,-25.428060305047342
2015/5/29,-28.393129976254546
2015/6/10,-30.591765625610343
2015/6/22,-31.90412303071575
2015/7/4,-32.84688734129691
2015/7/16,-33.13263504422695
2015/7/28,-33.27892181132183
2015/8/9,-33.31463229677066
2015/8/21,-32.7203073406331
2015/9/2,-31.59102682080018
2015/9/14,-30.72227087464129
2015/9/26,-30.105644744898907
2015/10/8,-29.41020814476357
2015/10/20,-28.82480224271225
2015/11/1,-27.73193030382349
2015/11/25,-26.082441990270546
2015/12/7,-24.33222770402274
2015/12/19,-22.33551435696316
2016/1/12,-20.869571884336136
2016/1/24,-20.05699030904055
2016/2/5,-19.423094871431065
2016/2/17,-19.20044536766045
2016/2/29,-19.041015081073084
2016/3/12,-18.913998750224607
2016/3/24,-19.203476693338786
2016/4/5,-19.844407951229996
2016/4/17,-20.096642401984763
2016/4/29,-19.953308202509177
2016/5/11,-19.73436642267789
2016/5/23,-19.258053630757992
2016/6/4,-19.06438185082041
2016/6/28,-19.194777950528596
2016/7/22,-19.233243346352364
2016/8/3,-19.30382517293364
2016/8/15,-19.60068576373268
2016/8/27,-20.09967880181472
2016/9/8,-20.80081726215237
2016/9/20,-21.75054546803632
2016/9/26,-22.742984949752195
2016/10/2,-23.78232596924457
2016/10/14,-25.01323916431753
2016/10/26,-26.39734460363
2016/11/7,-27.956853877330463
2016/11/19,-29.712970844697963
2016/12/1,-31.63265045771293
2016/12/13,-33.72905470063664
2016/12/25,-36.03675140901677
2017/1/6,-38.55850387863885
2017/1/18,-41.292484108400245
2017/1/30,-44.2503898072524
2017/2/11,-46.54881258023707
2017/2/23,-48.103107405003925
2017/3/7,-49.339777379315215
2017/3/13,-50.006981303614026
2017/3/19,-50.61683387299321
2017/3/25,-51.19425532910552
2017/3/31,-51.256813974595225
2017/4/6,-50.90124925877339
2017/4/12,-50.7649014408334
2017/4/18,-50.83425725687208
2017/4/24,-50.85864132088172
2017/4/30,-50.98791820571356
2017/5/6,-50.70954717008401
2017/5/12,-49.98524926528237
2017/5/18,-49.18773254375722
2017/5/24,-48.19653408624716
2017/5/30,-48.01571642990852
2017/6/5,-48.7827967724342
2017/6/11,-49.93630668154256
2017/6/17,-51.77321860306993
2017/6/23,-53.79871510803692
2017/6/29,-55.97993879858583
2017/7/5,-58.8336227649783
2017/7/11,-62.26896342666413
2017/7/17,-65.42094946301009
2017/7/23,-68.29230954568952
2017/7/29,-71.25023340933869
2017/8/4,-74.08705638224664
2017/8/10,-77.45839735030451
2017/8/16,-81.4165108205981
2017/8/22,-85.47025738794723
2017/8/28,-89.7733886741745
2017/9/3,-93.85369874168052
2017/9/9,-97.61479582661528
2017/9/15,-101.3934949566716
2017/9/21,-105.04399724894634
2017/9/27,-108.73026531814692
2017/10/3,-112.47614405388366
2017/10/9,-116.06804398449444
2017/10/15,-119.53690290933716
2017/10/21,-123.41749045728744
2017/10/27,-127.7236308407139
2017/11/2,-132.21511252350234
2017/11/8,-137.02664650889363
2017/11/14,-141.78922340292857
2017/11/20,-146.47489067136462
2017/11/26,-151.3785699118794
2017/12/2,-156.41727829495844
2017/12/8,-160.542045185199
2017/12/14,-163.6790797578931
2017/12/20,-166.26024502037873
2017/12/26,-167.98960748084647
2018/1/1,-169.53783960142974
2018/1/7,-170.9230389327967
2018/1/13,-171.54117312759809
2018/1/19,-171.51505842884217
2018/1/25,-171.4842495019237
2018/1/31,-171.4158820138617
2018/2/6,-171.06962878813982
2018/2/12,-170.58720419871557
2018/2/18,-169.40990894185015
2018/2/24,-167.49207953032376
2018/3/2,-165.21654319265608
2018/3/8,-162.44633369126086
2018/3/14,-161.14986211558582
2018/3/20,-161.55699622788353
2018/3/26,-162.63675445953504
2018/4/1,-164.96041980584548
2018/4/7,-167.47305557905457
2018/4/13,-170.11303798333125
2018/4/19,-173.92298852451694
2018/4/25,-178.7052006574658
2018/5/1,-182.88842829194576
2018/5/7,-186.4880482786844
2018/5/13,-190.1479220534811
2018/5/19,-193.4928941712492
2018/5/25,-197.7421217079265
2018/5/31,-202.9885928520963
2018/6/6,-208.3280158576732
2018/6/12,-214.0453482744265
2018/6/18,-219.34854494263905
2018/6/24,-224.0690108881293
2018/6/30,-228.7922513065645
2018/7/6,-233.27313077206395
2018/7/12,-237.768105868424
2018/7/18,-242.32038191003696
2018/7/24,-246.58130494571412
2018/7/30,-250.6003491205165
2018/8/5,-255.29944936461084
2018/8/11,-260.70582647449214
2018/8/17,-266.40409561271406
2018/8/23,-272.62812114333764
2018/8/29,-278.7497688269139
2018/9/4,-284.7224033453636
2018/9/10,-291.0530186931766
2018/9/16,-297.6016210964872
2018/9/22,-303.660992623262
2018/9/28,-309.2186811687574
2018/10/4,-314.5080980522641
2018/10/10,-319.34118593648526
2018/10/16,-324.2460451788429
2018/10/22,-329.2347326645836
2018/10/28,-333.8764469000691
2018/11/3,-338.27332711767406
2018/11/9,-342.7417447396232
2018/11/15,-347.2521310894305
2018/11/21,-351.71483392608
2018/11/27,-356.1972763052933
2018/12/3,-360.38752921919735
2018/12/9,-364.26541022015033
2018/12/15,-368.0354743365425
2018/12/27,-371.62279794546913
2019/1/2,-375.45103019769647
2019/1/8,-379.5775439685151
2019/1/14,-383.7438504417091
2019/1/20,-388.07155145931387
2019/1/26,-392.358184408108
2019/2/1,-396.5823352369601
2019/2/7,-400.9517064718017
2019/2/13,-405.4242193682557
2019/2/19,-409.6198480856329
2019/2/25,-413.5328015157769
2019/3/3,-417.3178891944433
2019/3/9,-420.8791206889033
2019/3/15,-424.4905021501676
2019/3/21,-428.1686850610757
2019/3/27,-431.696809704144
2019/4/2,-435.13455894461896
2019/4/8,-439.11846162233786
2019/4/14,-443.687961464112
2019/4/20,-448.5862545421036
2019/4/26,-453.9908453267271
2019/5/2,-459.4825281935508
2019/5/8,-465.0491107889782
2019/5/14,-471.0602246398144
2019/5/20,-477.4374421140328
2019/5/26,-483.7990286263525
2019/6/1,-490.164169624187
2019/6/7,-496.6714889603352
2019/6/13,-503.23542338141385
2019/6/19,-510.1900284890749
2019/6/25,-517.5606887387019
2019/7/1,-525.116760277768
2019/7/7,-532.9388255125111
2019/7/13,-539.4663508703762
2019/7/19,-544.5210848993711
2019/7/25,-548.8966588042213
2019/7/31,-552.1387092607183
2019/8/6,-555.0948107750593
2019/8/12,-557.807667885794
2019/8/18,-559.4412055666049
2019/8/24,-560.1507646250911
2019/8/30,-561.1473141663612
2019/9/5,-562.411345546471
2019/9/11,-563.4445528781737
2019/9/17,-564.5316260111659
2019/9/29,-564.7170749610244
2019/10/5,-563.9241282106404
2019/10/11,-562.8503601367745
2019/10/17,-561.2686436372362
2019/10/23,-560.2301693585296
2019/10/29,-559.9059021927276
2019/11/4,-559.629153306337
2019/11/10,-559.7134649438239
2019/11/16,-559.7023343883133
2019/11/22,-559.5482978362087
2019/11/28,-559.7605487718849
2019/12/4,-560.2506955470476
2019/12/10,-559.9826375941284
2019/12/16,-558.9400801882397
2019/12/22,-557.5691424164584
2019/12/28,-555.6115143861459
2020/1/3,-553.8091691007635
2020/1/9,-552.2156481739307
2020/1/15,-550.249234753838
2020/1/21,-548.0770042466428
2020/1/27,-546.8589594650931
2020/2/8,-546.6489442183683
2020/2/14,-547.0235909084314
2020/2/20,-548.303369965432
2020/2/26,-549.6861196735775
2020/3/3,-551.1556697208413
2020/3/9,-553.4029516657505
2020/3/15,-556.2794081059011
2020/3/21,-559.1710853326119
2020/3/27,-562.1232861328723
2020/4/2,-565.3475842673292
