date,OT
2015/3/30,-7.524984684115868
2015/4/11,-8.407219637381912
2015/4/23,-9.44410793585428
2015/5/5,-10.647279687329831
2015/5/17,-11.916393266931806
2015/5/29,-13.285002438049403
2015/6/10,-14.11581917570879
2015/6/22,-14.334748830103235
2015/7/4,-14.266001707874354
2015/7/16,-13.723324777096398
2015/7/28,-13.05128395877684
2015/8/9,-12.266728651472633
2015/8/21,-11.027928563665814
2015/9/2,-9.39748286456106
2015/9/14,-7.873920547457349
2015/9/26,-6.449097582702265
2015/10/8,-4.9165412290027
2015/10/20,-3.3931884563065173
2015/11/1,-1.4856315973088767
2015/11/25,0.8382692158866437
2015/12/7,3.2918214542879563
2015/12/19,5.968910219426403
2016/1/12,8.286372672386614
2016/1/24,10.158722448517896
2016/2/5,11.931326082048978
2016/2/17,13.431581217757518
2016/2/29,14.93421430549891
2016/3/12,16.462086777256904
2016/3/24,17.72251677816572
2016/4/5,18.76760248452765
2016/4/17,20.13265053040292
2016/4/29,21.821359589431424
2016/5/11,23.60610434895494
2016/5/23,25.61824053804024
2016/6/4,27.46353488554523
2016/6/28,29.112592525793232
2016/7/22,30.868174322084155
2016/8/3,32.640046163759344
2016/8/15,34.70956293282263
2016/8/27,37.13786495426143
2016/9/8,39.727582781644585
2016/9/20,42.56810673713005
2016/9/26,45.56797347061615
2016/10/2,48.71615463434031
2016/10/14,52.14103125516337
2016/10/26,55.82796291210416
2016/11/7,59.45943668030458
2016/11/19,63.02995436689736
2016/12/1,66.6871941109012
2016/12/13,70.35341025011051
2016/12/25,74.25222539210941
2017/1/6,78.40352199934429
2017/1/18,82.63384471947089
2017/1/30,86.99588164267713
2017/2/11,90.88326657122452
2017/2/23,94.21585461706522
2017/3/7,97.3164956568544
2017/3/13,100.004907010902
2017/3/19,102.5906213628359
2017/3/25,105.08962694433572
2017/3/31,107.18205351180195
2017/4/6,108.92269873522012
2017/4/12,110.81885783998558
2017/4/18,112.86493694190683
2017/4/24,114.8443794484582
2017/4/30,116.87664093815933
2017/5/6,118.5684985031569
2017/5/12,119.88655415115744
2017/5/18,121.11934634269667
2017/5/24,122.17263015565318
2017/5/30,123.2762726209338
2017/6/5,124.47964996774684
2017/6/11,125.60214048215072
2017/6/17,126.7135099412348
2017/6/23,127.74097709224051
2017/6/29,128.6684045707694
2017/7/5,129.59321984362907
2017/7/11,130.49902454910568
2017/7/17,131.1006980079003
2017/7/23,131.38614882094635
2017/7/29,131.48061001910418
2017/8/4,131.30927809482114
2017/8/10,131.05953083209602
2017/8/16,130.74259354218586
2017/8/22,130.2009228579131
2017/8/28,129.4738673878051
2017/9/3,129.45936613423493
2017/9/9,130.22857546064833
2017/9/15,131.38663829686212
2017/9/21,133.18738758013916
2017/9/27,135.0745927180507
2017/10/3,137.02819218966528
2017/10/9,139.55543104992802
2017/10/15,142.55260173817476
2017/10/21,145.4291063852223
2017/10/27,148.20648486545488
2017/11/2,151.11001225556663
2017/11/8,154.0045890434464
2017/11/14,157.38659994925294
2017/11/20,161.29432041729493
2017/11/26,165.377361548161
2017/12/2,169.75462523253313
2017/12/8,173.76662243041045
2017/12/14,177.31667871613303
2017/12/20,180.8065615743488
2017/12/26,184.0428164683398
2018/1/1,187.3321394101882
2018/1/7,190.70410891348752
2018/1/13,193.8331543502864
2018/1/19,196.77983536652837
2018/1/25,200.1573166964009
2018/1/31,203.97321286082533
2018/2/6,207.96979229942104
2018/2/12,212.29979195377976
2018/2/18,216.5184977645085
2018/2/24,220.59524145258388
2018/3/2,224.8772609385385
2018/3/8,229.264985723176
2018/3/14,233.14424443828656
2018/3/20,236.49110242020333
2018/3/26,239.52212248744505
2018/4/1,242.06894512218463
2018/4/7,244.5665351439552
2018/4/13,247.02333900458365
2018/4/19,249.07003391191608
2018/4/25,250.787787698485
2018/5/1,252.4897154100663
2018/5/7,254.15104567571123
2018/5/13,255.66769510634649
2018/5/19,257.1064585330179
2018/5/25,258.17160392251395
2018/5/31,258.84042705041776
2018/6/6,259.3080664568871
2018/6/12,259.50170917986827
2018/6/18,259.9162824406368
2018/6/24,260.6149401077193
2018/6/30,261.3064910131319
2018/7/6,262.1325753594933
2018/7/12,262.8452366253361
2018/7/18,263.4208917588874
2018/7/24,264.1078424566987
2018/7/30,264.85510186889474
2018/8/5,265.2279579267179
2018/8/11,265.2212078528124
2018/8/17,265.01036005520467
2018/8/23,264.48612807522755
2018/8/29,263.9658300805223
2018/9/4,263.4688305324213
2018/9/10,262.7458824170108
2018/9/16,261.8664298276978
2018/9/22,261.6390482690426
2018/9/28,262.1174901723222
2018/10/4,262.97162558647545
2018/10/10,264.42832076513844
2018/10/16,265.962281558544
2018/10/22,267.5586214046073
2018/10/28,269.68521559902257
2018/11/3,272.2447001287973
2018/11/9,274.7434761707842
2018/11/15,277.2058713516052
2018/11/21,279.8144951620411
2018/11/27,282.4589692786361
2018/12/3,285.5693765771229
2018/12/9,289.1794177583424
2018/12/15,292.9924096406257
2018/12/27,297.1126968964662
2019/1/2,300.531227059991
2019/1/8,303.1219088208634
2019/1/14,305.43998446011256
2019/1/20,307.19221493448686
2019/1/26,308.8987344560874
2019/2/1,310.59591329009226
2019/2/7,311.76070272859243
2019/2/13,312.4925388354595
2019/2/19,313.63568538514926
2019/2/25,315.1885900946683
2019/3/3,316.8033725755816
2019/3/9,318.68492849609663
2019/3/15,320.19323401369763
2019/3/21,321.2815355200914
2019/3/27,322.4334571271359
2019/4/2,323.50186170362946
2019/4/8,324.72608023473697
2019/4/14,326.18045001425594
2019/4/20,327.64451628589063
