date,OT
2015/2/9,14.5053610773327
2015/2/21,15.009018262228972
2015/3/5,15.618476771914908
2015/3/17,16.34266338168945
2015/3/29,17.101799110493825
2015/4/10,17.921804565948573
2015/4/22,17.83360289703575
2015/5/4,16.730242805979454
2015/5/16,15.084692236389856
2015/6/9,12.613774762810474
2015/7/3,9.855402732977106
2015/7/15,6.831298504773702
2015/8/8,3.0136016353803186
2015/8/20,-1.5016474407711258
2015/9/1,-5.987203192859177
2015/9/13,-10.460624034687768
2015/10/31,-15.222380045825226
2015/11/12,-20.10483173626748
2015/11/24,-25.694260659391464
2015/12/6,-32.04056360641032
2015/12/18,-38.72404727797501
2015/12/30,-45.88684838225035
2016/1/11,-51.88498232004758
2016/1/23,-56.51476903941332
2016/2/4,-60.6570626919336
2016/2/16,-63.83137901492701
2016/2/28,-66.89615577625922
2016/3/11,-69.90363490795527
2016/3/23,-71.99037709092798
2016/4/4,-73.31619411231564
2016/4/16,-75.23637560838816
2016/4/28,-77.74157460320289
2016/5/10,-80.26906727128764
2016/5/22,-83.14342991605402
2016/6/3,-85.32294927190145
2016/6/15,-86.72711033054438
2016/7/9,-88.13211880664032
2016/7/21,-89.29443505185425
2016/8/2,-90.89549980418148
2016/8/14,-93.08076083430495
2016/8/26,-95.34797891160184
2016/9/7,-97.90851318437257
2016/9/19,-100.54139467868852
2016/10/1,-103.21011808146852
2016/10/7,-106.21560618834228
2016/10/13,-109.5157019649324
2016/10/19,-112.31623673395684
2016/10/25,-114.59422243238534
2016/10/31,-116.70821868149812
2016/11/6,-118.45713118392928
2016/11/12,-120.38298597609648
2016/11/18,-122.52648683449054
2016/11/24,-124.45106179999806
2016/11/30,-126.2779041393512
2016/12/6,-128.75467201325165
2016/12/12,-131.90675465975343
2016/12/18,-135.46918280924652
2016/12/24,-139.64463214633025
2016/12/30,-143.89968760047614
2017/1/5,-148.2218182349303
2017/1/11,-153.05896321939218
2017/1/23,-158.30965737780832
2017/1/29,-163.60312312031388
2017/2/4,-168.96850279890094
2017/2/16,-174.5239642830612
2017/2/22,-180.18953379335312
2017/2/28,-186.31580000177203
2017/3/6,-192.9277522975871
2017/3/12,-199.79238051049103
2017/3/18,-206.99469669402248
2017/3/24,-213.9467621528809
2017/3/30,-220.57227996248287
2017/4/5,-227.2149333816394
2017/4/11,-233.705438920572
2017/4/17,-240.33582243524603
2017/4/23,-247.13256902969465
2017/4/29,-253.8001758605585
2017/5/5,-260.3975266598036
2017/5/11,-267.4373540534406
2017/5/17,-274.92427790289275
2017/5/23,-282.649241539897
2017/5/29,-290.74001218756166
2017/6/4,-298.81969394813746
2017/6/10,-306.8638851255697
2017/6/16,-315.1659308930386
2017/6/22,-323.6421778817448
2017/6/28,-331.6703114151805
2017/7/4,-339.2197953504342
2017/7/10,-346.5227507376261
2017/7/16,-353.4071005238188
2017/7/22,-360.30069170109806
2017/7/28,-367.21318191819705
2017/8/3,-373.7752876141111
2017/8/9,-380.0667022116258
2017/8/15,-386.4292318568855
2017/8/21,-392.8402842207829
2017/8/27,-399.1809164550311
2017/9/2,-405.5256234496032
2017/9/8,-411.5623334349837
2017/9/14,-417.2669805702442
2017/9/20,-422.849440616885
2017/9/26,-428.2334080225261
2017/10/2,-434.3525243974289
2017/10/8,-441.3171838204403
2017/10/14,-448.62897203677016
2017/10/20,-456.5581441365366
2017/10/26,-464.6096206068479
2017/11/1,-472.751733160387
2017/11/13,-481.47466060842527
2017/11/25,-490.684241710774
2017/12/1,-499.6256525349348
2017/12/7,-508.3036484921242
2017/12/13,-517.0265832894414
2017/12/19,-525.6126711441698
2017/12/25,-534.6419782124935
2017/12/31,-544.1573177026246
2018/1/6,-553.7244871711337
2018/1/12,-563.4776942643422
2018/1/18,-573.208003605899
2018/1/24,-582.8505256106906
2018/1/30,-592.602969296415
2018/2/5,-602.3961944755731
2018/2/11,-612.2528336869148
2018/2/17,-622.1883026034435
2018/2/23,-632.1288268500416
2018/3/1,-642.0787780877321
2018/3/7,-652.3545676345151
2018/3/13,-662.9712555206473
2018/3/19,-673.7784574211357
2018/3/25,-684.8583122535747
2018/3/31,-696.0095455559355
2018/4/6,-707.2167609351549
2018/4/12,-718.6493838869666
2018/4/18,-730.2633460820293
2018/4/24,-742.021715814823
2018/4/30,-753.9424135342924
2018/5/6,-766.0133679492887
2018/5/12,-778.23116198079
2018/5/18,-790.6596452008326
2018/5/24,-803.3008763710358
2018/5/30,-816.1227699683071
2018/6/5,-829.1409652135203
2018/6/11,-842.3181587346548
2018/6/17,-855.650517563344
2018/6/23,-869.1691880388049
2018/6/29,-882.8654370588391
2018/7/5,-896.7555379932074
2018/7/11,-910.8447526722316
2018/7/17,-925.1191747434732
2018/7/23,-939.5845405888476
2018/7/29,-953.5641351218484
2018/8/4,-966.9879127396272
2018/8/10,-980.1777420965512
2018/8/16,-992.9370902601912
2018/8/22,-1005.6532171363826
2018/8/28,-1018.3410325844987
2018/9/3,-1030.627558415236
2018/9/9,-1042.5825840603345
2018/9/15,-1054.70452244532
2018/9/21,-1066.9804568259858
2018/9/27,-1079.2074168987774
2018/10/3,-1091.5002762767042
2018/10/9,-1103.4542775999998
2018/10/15,-1115.0356996726266
2018/10/21,-1126.5337872898358
2018/10/27,-1137.8507349995325
2018/11/2,-1149.80506378601
2018/11/8,-1162.5048936426676
2018/11/14,-1175.4904444025672
2018/11/20,-1189.0013433967936
2018/12/2,-1202.6263930152031
2018/12/8,-1216.3358323879447
2018/12/14,-1230.5507133119283
2018/12/20,-1245.192986806818
2018/12/26,-1259.555415411348
2019/1/1,-1273.637523374562
2019/1/7,-1287.7344434413994
2019/1/13,-1301.6741458460813
2019/1/19,-1315.9883095110258
2019/1/25,-1330.7163790261425
2019/1/31,-1345.4550576604863
2019/2/6,-1360.3266777635004
2019/2/12,-1375.576903768971
2019/2/18,-1391.189387224346
2019/2/24,-1407.139526813177
2019/3/2,-1423.4900602369305
2019/3/8,-1440.0090925693653
2019/3/14,-1456.7008774093254
2019/3/20,-1473.7388234372029
2019/3/26,-1491.080990649784
2019/4/1,-1508.7058339562254
2019/4/7,-1526.6360935497958
2019/4/13,-1544.8591640710886
2019/4/19,-1563.3787397990322
2019/4/25,-1582.2653092368782
2019/5/1,-1601.5257421200618
2019/5/7,-1621.1337834466829
2019/5/13,-1641.110607345277
2019/5/19,-1660.83830534342
2019/5/25,-1680.2582968066397
2019/5/31,-1699.681131924585
2019/6/6,-1718.9328708265557
2019/6/12,-1738.3703198172948
2019/6/18,-1758.0154895853752
2019/6/24,-1777.5359484243318
2019/6/30,-1797.002198990578
2019/7/6,-1816.873921322104
2019/7/12,-1837.1463280901623
2019/7/18,-1857.642385666141
2019/7/24,-1878.4734329513915
2019/7/30,-1899.27955854578
2019/8/5,-1920.037296649686
2019/8/11,-1941.0160615750628
2019/8/17,-1962.1342829326395
2019/8/23,-1982.901502738607
2019/8/29,-2003.295269857709
2019/9/4,-2023.4852651434865
2019/9/10,-2043.3347082913056
2019/9/16,-2063.1871488072684
2019/9/22,-2083.0465411091386
2019/9/28,-2102.6159895896426
2019/10/4,-2121.957344292452
2019/10/10,-2141.3250350936805
2019/10/16,-2160.6973587423454
2019/10/22,-2179.9849660015548
2019/10/28,-2199.240554533371
2019/11/3,-2218.221339907512
2019/11/9,-2236.9063053271902
2019/11/15,-2255.4524108516216
2019/11/21,-2273.7980919441225
2019/11/27,-2293.34624628821
2019/12/3,-2314.249261418246
2019/12/9,-2335.799339141477
2019/12/15,-2358.401547499471
2019/12/21,-2381.278345518298
2019/12/27,-2404.3890292154388
2020/2/1,-2428.487954612576
2020/2/7,-2453.429903733396
2020/2/13,-2478.1396917897937
2020/2/19,-2502.633727896674
2020/2/25,-2527.3472938601926
2020/3/8,-2552.026030026061
2020/3/14,-2577.51818864912
2020/3/20,-2603.8889657464065
2020/4/1,-2630.516062707472
2020/4/7,-2657.5990427521992
2020/4/13,-2684.4114899976107
2020/4/25,-2710.8207486109027
2020/5/1,-2737.318686472034
2020/5/7,-2763.6855235210296
2020/5/13,-2790.2039758555698
2020/5/19,-2816.9097786129937
2020/5/25,-2843.464481458278
2020/5/31,-2869.9228866470507
2020/6/6,-2897.051354584794
2020/6/12,-2924.8666522359904
2020/6/18,-2953.0322220316184
2020/6/24,-2981.740649789282
2020/6/30,-3010.4550774926383
2020/7/6,-3039.1363712353022
2020/7/12,-3068.2109132530045
2020/7/18,-3097.558416239833
2020/7/24,-3126.5386380074506
2020/7/30,-3155.134974100461
2020/8/5,-3183.5620830103776
2020/8/11,-3211.6473178853576
2020/8/17,-3239.8596308564843
2020/8/23,-3268.208324110304
2020/8/29,-3296.304403344204
2020/9/4,-3324.2368438517583
2020/9/10,-3352.3049640149966
2020/9/16,-3380.481542078079
2020/9/22,-3408.6752427923984
2020/9/28,-3436.949261570216
2020/10/4,-3465.0115178446044
2020/10/10,-3492.8410965116623
2020/10/16,-3520.628657563629
2020/10/22,-3548.302806971673
2020/10/28,-3576.1009629211926
2020/11/3,-3604.05940777004
2020/11/9,-3632.0086337557314
2020/11/15,-3660.0152537842746
2020/11/21,-3687.978519256072
2020/11/27,-3715.8801336605225
2020/12/3,-3743.8261154220695
2020/12/9,-3771.791722568929
2020/12/15,-3799.531402396746
2020/12/21,-3827.034690126294
2020/12/27,-3854.39961452232
2021/1/2,-3881.560223942694
2021/1/8,-3908.67954400771
2021/1/14,-3935.7637795580063
2021/1/26,-3962.673346220452
2021/2/1,-3989.440148480816
2021/2/7,-4017.400051979641
2021/2/19,-4046.669854675216
2021/2/25,-4076.643107960855
2021/3/3,-4107.700495346733
2021/3/9,-4139.036232987314
2021/3/15,-4170.619617813769
2021/3/21,-4203.197984281988
2021/3/27,-4236.6220450605015
2021/4/2,-4269.973839809194
2021/4/14,-4303.282128942203
2021/4/20,-4336.90495063948
2021/4/26,-4370.630990082785
2021/5/2,-4405.219920011436
2021/5/8,-4440.731251848269
2021/5/14,-4476.624629020349
2021/5/20,-4513.0819197089895
2021/5/26,-4548.332747141696
2021/6/1,-4582.149649518311
2021/6/7,-4615.502711433512
2021/6/13,-4647.873414620587
2021/6/19,-4680.165301687289
2021/6/25,-4712.4375214121865
2021/7/1,-4743.770272672903
2021/7/7,-4774.332418014004
2021/7/13,-4805.610831563562
2021/7/19,-4837.599367438213
2021/7/25,-4869.677495430304
2021/7/31,-4902.203024201154
2021/8/6,-4934.043149252924
2021/8/12,-4965.11085188141
2021/8/18,-4996.255285455745
2021/8/24,-5027.212665820245
2021/8/30,-5058.628990735229
2021/9/5,-5090.654693484211
2021/9/11,-5122.79004614001
2021/9/17,-5155.23862839622
2021/9/23,-5187.817600367209
2021/9/29,-5220.490878890008
2021/10/5,-5253.533979710162
2021/10/11,-5286.912717704749
2021/10/17,-5319.831372598448
2021/10/23,-5352.26423002346
2021/10/29,-5384.576175572393
2021/11/4,-5416.56514230814
2021/11/10,-5448.76709072917
2021/11/16,-5481.2231960626905
2021/11/22,-5513.498991187686
2021/11/28,-5545.714407355902
2021/12/4,-5573.58945963296
2021/12/10,-5596.631927303578
2021/12/16,-5616.925713722112
