date,OT
2015/2/9,-0.6854479293830397
2015/2/21,-0.554075331216718
2015/3/5,-0.4053059825561509
2015/3/17,-0.2381896661373883
2015/3/29,-0.0600263377841317
2015/4/10,0.1319089935787786
2015/4/22,0.1039012957303597
2015/5/4,-0.1685575608184515
2015/5/16,-0.5739693282969515
2015/6/9,-1.1803218636141135
2015/7/3,-1.855156299885453
2015/7/15,-2.593440032470811
2015/8/8,-3.523525067190437
2015/8/20,-4.621694155938738
2015/9/1,-5.717222886447915
2015/9/13,-6.814813069258909
2015/10/31,-7.984301138768583
2015/11/12,-9.186537671644846
2015/11/24,-10.56056691762176
2015/12/6,-12.118194546753443
2015/12/18,-13.760479117751633
2015/12/30,-15.521203375486431
2016/1/11,-17.46040883885081
2016/1/23,-19.57630977682921
2016/2/4,-21.8676740933705
2016/2/16,-24.35176629754411
2016/2/28,-26.975044050573523
2016/3/11,-29.74141464198245
2016/3/23,-32.69508108621032
2016/4/4,-35.82858465827762
2016/4/16,-39.140644157193925
2016/4/28,-42.63946283867362
2016/5/10,-46.32407189134396
2016/5/22,-50.19834740065706
2016/6/3,-54.281250018044965
2016/6/15,-58.57704742175464
2016/7/9,-63.08269349495213
2016/7/21,-67.80580992109017
2016/8/2,-72.1401938573633
2016/8/14,-76.02713600251396
2016/8/26,-79.75903602025548
2016/9/7,-83.1626751676756
2016/9/19,-86.5900146477687
2016/10/1,-90.05787630395385
2016/10/7,-93.23434280374194
2016/10/13,-96.18568335949756
2016/10/19,-99.35479368632092
2016/10/25,-102.73265006305228
2016/10/31,-106.144339793589
2016/11/6,-109.69409724259884
2016/11/12,-113.02642292636584
2016/11/18,-116.11465376529334
2016/11/24,-119.21754795005327
2016/11/30,-122.25152649869727
2016/12/6,-125.65470443645452
2016/12/12,-129.49592583485514
2016/12/18,-133.50647147450553
2016/12/24,-137.81709550462207
2016/12/30,-142.23239259348998
2017/1/5,-146.73455060843466
2017/1/11,-151.53911553401633
2017/1/23,-156.60927249363672
2017/1/29,-161.52989811027973
2017/2/4,-166.2969584170179
2017/2/16,-171.08944342417746
2017/2/22,-175.8052428028811
2017/2/28,-180.74677758100827
2017/3/6,-185.93700279317085
2017/3/12,-191.14252337798524
2017/3/18,-196.43261086379573
2017/3/24,-201.77755870338424
2017/3/30,-207.1493506629517
2017/4/5,-212.61237091418377
2017/4/11,-218.15211484993245
2017/4/17,-223.7320479554967
2017/4/23,-229.35692339259128
2017/4/29,-235.0310847318976
2017/5/5,-240.74676620203135
2017/5/11,-246.61524920116875
2017/5/17,-252.64499705359597
2017/5/23,-258.776640648574
2017/5/29,-265.03977935440656
2017/6/4,-271.3719067196932
2017/6/10,-277.76719265858264
2017/6/16,-284.28184604499893
2017/6/22,-290.90214124925353
2017/6/28,-297.4000439433678
2017/7/4,-303.75976567440983
2017/7/10,-310.0790433566637
2017/7/16,-316.2942838226566
2017/7/22,-322.5500934719232
2017/7/28,-328.8517995209364
2017/8/3,-335.07007998822274
2017/8/9,-341.2323327067729
2017/8/15,-347.4791397499797
2017/8/21,-353.8045371161365
2017/8/27,-360.1568921835394
2017/9/2,-366.5682155362293
2017/9/8,-372.9182758950692
2017/9/14,-379.19818491603166
2017/9/20,-385.492271572364
2017/9/26,-391.7718659636808
2017/10/2,-398.1011093965612
2017/10/8,-404.4935179081928
2017/10/14,-410.8966032152377
2017/10/20,-417.3293591822053
2017/10/26,-423.77226423988833
2017/11/1,-430.22002824908594
2017/11/13,-436.6985873914426
2017/11/25,-443.2029874991087
2017/12/1,-449.6541476298903
2017/12/7,-456.04814019808873
2017/12/13,-462.4189322973479
2017/12/19,-468.74535146406
2017/12/25,-475.0781695204944
2017/12/31,-481.41989222926696
2018/1/6,-487.72668438420834
2018/1/12,-494.0087425960003
2018/1/18,-500.98552962421473
2018/1/24,-508.724725472397
2018/1/30,-516.8959913811374
2018/2/5,-525.7063729691342
2018/2/11,-534.731665506841
2018/2/17,-543.9566654044597
2018/2/23,-553.7819735660123
2018/3/1,-564.1305881458909
2018/3/7,-574.5003976626422
2018/3/13,-584.9075658485215
2018/3/19,-595.5523919785726
2018/3/25,-606.3202092837412
2018/3/31,-617.626269925131
2018/4/6,-629.5048928236025
2018/4/12,-641.6623954468541
2018/4/18,-654.1994231438146
2018/4/24,-666.2472590704343
2018/4/30,-677.6930178510324
2018/5/6,-689.0226677689499
2018/5/12,-699.9825980988782
2018/5/18,-711.0125560853514
2018/5/24,-722.1443987880259
2018/5/30,-732.9305736787758
2018/6/5,-743.454969161177
2018/6/11,-754.4625738157443
2018/6/17,-765.953736318335
2018/6/23,-777.619007674378
2018/6/29,-789.639738272835
2018/7/5,-801.4552521500344
2018/7/11,-813.0244109421635
2018/7/17,-824.7726576548645
2018/7/23,-836.5712617249515
2018/7/29,-848.2617265558465
2018/8/4,-859.8718631332472
2018/8/10,-871.3810284388652
2018/8/16,-882.7525419480452
2018/8/22,-894.1739061494272
2018/8/28,-905.6389849211748
2018/9/3,-917.0206169411764
2018/9/9,-928.3531649591248
2018/9/15,-939.5881574390936
2018/9/21,-950.704222391122
2018/9/27,-961.744193402962
2018/10/3,-972.6882632606134
2018/10/9,-983.5213373611056
2018/10/15,-994.241607079754
2018/10/21,-1004.8355650388949
2018/10/27,-1015.2956406619872
2018/11/2,-1026.1384385691033
2018/11/8,-1037.4089406953883
2018/11/14,-1048.8548193420102
2018/11/20,-1060.620437703548
2018/12/2,-1072.399450345862
2018/12/8,-1084.173891614204
2018/12/14,-1096.22451974427
2018/12/20,-1108.490625893491
2018/12/26,-1120.6025912970013
2019/1/1,-1132.5657386565465
2019/1/7,-1144.519673909965
2019/1/13,-1156.3752449165768
2019/1/19,-1168.425602897928
2019/1/25,-1180.689513118438
2019/1/31,-1192.948906142798
