date,OT
2015/2/9,5.4701985902853485
2015/2/21,5.528545698401583
2015/3/5,5.59721721427559
2015/3/17,5.677027782117828
2015/3/29,5.760891488284315
2015/4/10,5.851144819155142
2015/4/22,5.793307321799073
2015/5/4,5.570858875515639
2015/5/16,5.257825137412379
2015/6/9,4.80914304927818
2015/7/3,4.311756932789188
2015/7/15,3.768936846400368
2015/8/8,3.095973191171951
2015/8/20,2.308347151827968
2015/9/1,1.5197242937330628
2015/9/13,0.7270032489629983
2015/10/31,-0.1165751303446322
2015/11/12,-0.984970556530497
2015/11/24,-1.9706334898086064
2015/12/6,-3.081497971879985
2015/12/18,-4.251807623259578
2015/12/30,-5.504075352679573
2016/1/11,-6.556091392688177
2016/1/23,-7.373552147335725
2016/2/4,-8.106280917821175
2016/2/16,-8.67194407964278
2016/2/28,-9.219327190466483
2016/3/11,-9.757270129516778
2016/3/23,-10.136984151810546
2016/4/4,-10.386177909804664
2016/4/16,-10.73505477584576
2016/4/28,-11.181749444670215
2016/5/10,-11.63101774519464
2016/5/22,-12.137893054236066
2016/6/3,-12.524756509604936
2016/6/15,-12.777888668887948
2016/7/9,-13.029333428139513
2016/7/21,-13.237525242420883
2016/8/2,-13.418934229776411
2016/8/14,-13.587987788693404
2016/8/26,-13.705572949107111
2016/9/7,-13.778603902758336
2016/9/19,-13.826307083032535
2016/10/1,-13.844288151668188
2016/10/7,-13.828648148278992
2016/10/13,-13.782195105808206
2016/10/19,-13.641090218173742
2016/10/25,-13.399067259646875
2016/10/31,-13.08779757244865
2016/11/6,-12.689174654131794
2016/11/12,-12.236559155056907
2016/11/18,-11.73166122234192
2016/11/24,-11.141519945251126
2016/11/30,-10.472250577584358
2016/12/6,-10.045616868591733
2016/12/12,-9.889051541090192
2016/12/18,-9.85482574311271
2016/12/24,-10.033991101191964
2016/12/30,-10.232121205666353
2017/1/5,-10.440922385941724
2017/1/11,-10.839465877183446
2017/1/23,-11.391059593663634
2017/1/29,-11.875197233979012
2017/2/4,-12.298145182967922
2017/2/16,-12.74472663196764
2017/2/22,-13.16365471072873
2017/2/28,-13.736217704081495
2017/3/6,-14.475926421547074
2017/3/12,-15.252652669242377
2017/3/18,-16.109242664608065
2017/3/24,-16.809838428033462
2017/3/30,-17.318689260587075
2017/4/5,-17.77914047244786
2017/4/11,-18.121314243100134
2017/4/17,-18.4528299661508
2017/4/23,-18.783509013604345
2017/4/29,-18.996825166803543
2017/5/5,-19.113383852645303
2017/5/11,-19.353148035042803
2017/5/17,-19.718249527823783
2017/5/23,-20.114845023031425
2017/5/29,-20.597190184589305
2017/6/4,-21.004811105259837
2017/6/10,-21.325886682802427
2017/6/16,-21.684504127638668
2017/6/22,-22.044139008976774
2017/6/28,-22.51133357815416
2017/7/4,-23.110515205985894
2017/7/10,-23.765456227085167
2017/7/16,-24.5104722082396
2017/7/22,-25.31346538732192
2017/7/28,-26.17042704748355
2017/8/3,-27.129346195859267
2017/8/9,-28.185443648844647
2017/8/15,-29.215271278096942
2017/8/21,-30.21668447205284
2017/8/27,-31.247922835692226
2017/9/2,-32.278881807730315
2017/9/8,-33.39628884642024
2017/9/14,-34.608152582721765
2017/9/20,-35.84738935669056
2017/9/26,-37.13462439236202
2017/10/2,-38.40451331273359
2017/10/8,-39.64362900633686
2017/10/14,-40.898106931679486
2017/10/20,-42.14764223542407
2017/10/26,-43.41549180411106
2017/11/1,-44.70480318605573
2017/11/13,-45.98552426427903
2017/11/25,-47.26195188740025
2017/12/1,-48.60966410264356
2017/12/7,-50.030598998380725
2017/12/13,-51.49069905040797
2017/12/19,-53.00897911473735
2017/12/25,-54.53316626631952
2017/12/31,-56.05925277290427
2018/1/6,-57.62893103151104
2018/1/12,-59.23040658320715
2018/1/18,-60.9118811428092
2018/1/24,-62.68310959297112
2018/1/30,-64.51321989113357
2018/2/5,-66.4175872467512
2018/2/11,-68.37854130811166
2018/2/17,-70.39481407768952
2018/2/23,-72.48968286579701
2018/3/1,-74.66056702691542
2018/3/7,-76.85693280036452
2018/3/13,-79.07858328180123
2018/3/19,-81.34922698346045
2018/3/25,-83.65688662915751
2018/3/31,-86.03859023600613
2018/4/6,-88.4979648792735
2018/4/12,-91.00733979997
2018/4/18,-93.57577956723732
2018/4/24,-96.05477440442684
2018/4/30,-98.42660648534888
2018/5/6,-100.76781708011914
2018/5/12,-103.03490464827502
2018/5/18,-105.30748688211727
2018/5/24,-107.58962141147626
2018/5/30,-109.80193285324368
2018/6/5,-111.95891561427028
2018/6/11,-114.17945830303194
2018/6/17,-116.46196810702494
2018/6/23,-118.75701566050616
2018/6/29,-121.0926476819768
2018/7/5,-123.37578624707704
2018/7/11,-125.59889683086364
2018/7/17,-127.83022368407056
2018/7/23,-130.0476539804211
2018/7/29,-132.46068292058806
2018/8/4,-135.09707447378048
2018/8/10,-137.84187234194866
2018/8/16,-140.75687414511188
2018/8/22,-143.73643814974167
2018/8/28,-146.77394055402556
2018/9/3,-149.97826414529587
2018/9/9,-153.33002393590297
2018/9/15,-156.65133931701797
2018/9/21,-159.9431074373727
2018/9/27,-163.28041806526778
2018/10/3,-166.62068287314713
2018/10/9,-170.09960849899187
2018/10/15,-173.7279955292366
2018/10/21,-177.40456833855404
2018/10/27,-181.1612010026153
2018/11/2,-184.66910694272883
2018/11/8,-187.88468767494797
