date,OT
2015/2/9,-12.61932404766358
2015/2/21,-13.36361126338373
2015/3/5,-14.253072750229984
2015/3/17,-15.29951831062007
2015/3/29,-16.398683668554416
2015/4/10,-17.584728918825334
2015/4/22,-18.697601724944395
2015/5/4,-19.711582865182574
2015/5/16,-20.727996104205204
2015/6/9,-21.699241331795747
2015/7/3,-22.695548895912097
2015/7/15,-23.724261883163447
2015/8/8,-24.707704002794884
2015/8/20,-25.65959446123912
2015/9/1,-26.737574294909493
2015/9/13,-27.94422554070013
2015/10/31,-29.21197453658995
2015/11/12,-30.58022495663984
2015/11/24,-31.936208571264142
2015/12/6,-33.271939645869395
2015/12/18,-34.676046820051944
2015/12/30,-36.12325277776301
2016/1/11,-38.00602035883284
2016/1/23,-40.37484371526812
2016/2/4,-43.028416949360526
2016/2/16,-46.083833295372
2016/2/28,-49.33786369973219
2016/3/11,-52.78218066268423
2016/3/23,-56.62644775815379
2016/4/4,-60.83582922377422
2016/4/16,-65.09621965835707
2016/4/28,-69.41389667232362
2016/5/10,-73.923837194122
2016/5/22,-78.5537319610006
2016/6/3,-83.55270914690678
2016/6/15,-88.94335310615295
2016/7/9,-94.54690255465164
2016/7/21,-100.42445080450608
2016/8/2,-106.08507316808408
2016/8/14,-111.463935822929
2016/8/26,-116.8392741369649
2016/9/7,-122.06774076271
2016/9/19,-127.39635751877402
2016/10/1,-132.843923175278
2016/10/7,-138.15849359389642
2016/10/13,-143.3876111359197
2016/10/19,-148.96125629255707
2016/10/25,-154.88093766751314
2016/10/31,-160.96802580278026
2016/11/6,-167.32789222534217
2016/11/12,-173.63956114125082
2016/11/18,-179.8800126679357
2016/11/24,-186.29461133669923
2016/11/30,-192.8102217045855
2016/12/6,-199.23439603750785
2016/12/12,-205.5734374524915
2016/12/18,-211.864060048785
2016/12/24,-218.0562466016844
2016/12/30,-224.31693656860008
2017/1/5,-230.6453836961485
2017/1/11,-236.91286626022216
2017/1/23,-243.15027415459397
2017/1/29,-249.40337306569853
2017/2/4,-255.65832017097017
2017/2/16,-261.9107309801012
2017/2/22,-268.1665281610775
2017/2/28,-274.35778871452305
2017/3/6,-280.4790314650461
2017/3/12,-286.5655540994148
2017/3/18,-292.5990678160181
2017/3/24,-299.1687598245862
2017/3/30,-306.3345025104601
2017/4/5,-313.8039887973981
2017/4/11,-321.7458427239584
2017/4/17,-329.82595951949673
2017/4/23,-338.0268143128648
2017/4/29,-346.6669700525068
2017/5/5,-355.6831835561333
2017/5/11,-364.6367007292252
2017/5/17,-373.5349160526024
2017/5/23,-382.55225015864784
2017/5/29,-391.5847907217101
2017/6/4,-400.9808469798891
2017/6/10,-410.76631249464833
2017/6/16,-420.6857834466576
2017/6/22,-430.8207414637767
2017/6/28,-440.9041310615186
2017/7/4,-450.8844256838575
2017/7/10,-460.9483269616072
2017/7/16,-471.0144413005703
2017/7/22,-481.1802560515989
2017/7/28,-491.4594278198435
2017/8/3,-501.7301759793395
2017/8/9,-512.0113783227679
2017/8/15,-522.5935226035855
2017/8/21,-533.4837158529763
2017/8/27,-544.5531605562853
2017/9/2,-555.8750713560796
2017/9/8,-567.2479476468243
2017/9/14,-578.6569742938248
2017/9/20,-590.2630523193517
2017/9/26,-602.0210934641443
2017/10/2,-613.3472958927448
2017/10/8,-624.2003418155246
2017/10/14,-634.8215167532804
2017/10/20,-645.046123755201
2017/10/26,-655.2470202203111
2017/11/1,-665.4344895873545
2017/11/13,-675.2726368855991
2017/11/25,-684.8298511414711
2017/12/1,-694.4642009575784
2017/12/7,-704.1577228006198
2017/12/13,-713.7757889282606
2017/12/19,-723.3979651604689
2017/12/25,-732.7123678250919
2017/12/31,-741.6936521803465
2018/1/6,-750.5560503772845
2018/1/12,-759.2232619427128
2018/1/18,-768.3103401359592
2018/1/24,-777.8960533237466
2018/1/30,-787.6312743822468
2018/2/5,-797.6941487537063
2018/2/11,-807.7729510823401
2018/2/17,-817.8428082297858
2018/2/23,-828.2182319475402
2018/3/1,-838.8380917788788
2018/3/7,-849.1721813584224
2018/3/13,-859.2182114703608
2018/3/19,-869.1938145680144
2018/3/25,-878.9684265431378
2018/3/31,-888.9372055299889
2018/4/6,-899.1273525646616
2018/4/12,-909.2354374108676
2018/4/18,-919.3506701228436
2018/4/24,-929.692193073214
2018/4/30,-940.249509976823
2018/5/6,-950.9843856284554
2018/5/12,-961.9525227458618
2018/5/18,-972.9568389860012
2018/5/24,-983.997600659926
2018/5/30,-995.2231034586872
2018/6/5,-1006.5959978960152
2018/6/11,-1018.0707246503334
2018/6/17,-1029.662936695885
2018/6/23,-1041.372215790062
2018/6/29,-1053.192938093684
2018/7/5,-1065.198009991498
2018/7/11,-1077.3923310078883
2018/7/17,-1089.7382788529717
2018/7/23,-1102.2549840778
2018/7/29,-1114.4073422158608
2018/8/4,-1126.1408484219105
2018/8/10,-1137.723056059951
2018/8/16,-1149.001076103487
2018/8/22,-1160.2770916714928
2018/8/28,-1171.5676137513806
2018/9/3,-1182.5844672112066
2018/9/9,-1193.3852071181575
2018/9/15,-1204.3689629481769
2018/9/21,-1215.529501778281
2018/9/27,-1226.7085154112428
2018/10/3,-1238.000851435724
2018/10/9,-1249.0907436325483
2018/10/15,-1259.955054986484
2018/10/21,-1270.8261228859349
2018/10/27,-1281.6303825902376
2018/11/2,-1292.725821827687
2018/11/8,-1304.1714934438455
2018/11/14,-1315.744496795377
2018/11/20,-1327.5526840305936
2018/12/2,-1339.442093388196
2018/12/8,-1351.398529318269
2018/12/14,-1363.59665901484
2018/12/20,-1376.0081037278223
2018/12/26,-1388.2869347101482
2019/1/1,-1400.429741939971
2019/1/7,-1412.5877284235555
2019/1/13,-1424.6760929784582
2019/1/19,-1436.9462226405396
2019/1/25,-1449.4179193214784
2019/1/31,-1461.8975913667816
